1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	399
21	245
22	211
23	131
24	130
25	104
26	112
27	64
28	66
29	40
30	44
31	44
32	34
33	30
34	23
35	17
36	16
37	22
38	20
39	16
40	10
41	10
42	12
43	4
44	6
45	8
46	6
47	6
48	6
49	6
50	7
51	6
52	3
53	2
54	3
55	1
56	2
57	2
58	2
59	0
60	1
61	4
62	0
63	2
64	0
65	0
66	0
67	0
68	1
69	1
70	0
71	0
72	2
73	1
74	3
75	1
76	1
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	1
85	1
86	1
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	1
96	1
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	1
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	0
118	1
